1	98.0865135712	-1.0642979755	15.88071	14.94726	14.25543	13.81744	13.52653
2	173.289435266	-1.1367327745	15.88897	14.96084	14.27048	13.83855	13.55785
3	283.343183589	-1.03502559285	15.84727	14.95589	14.26131	13.8294	13.52057
4	226.736079402	-0.929765192552	15.98358	14.94892	14.26593	13.8352	13.5495
5	5.9403493801	-1.23790858732	15.88897	14.96084	14.27048	13.83855	13.55785
6	102.181236213	-1.07090888474	15.84727	14.95589	14.26131	13.8294	13.52057
7	203.575335391	-0.883992335649	15.98358	14.94892	14.26593	13.8352	13.5495
8	115.373055669	-0.868600241754	15.88897	14.96084	14.27048	13.83855	13.55785
9	193.71392153	-1.06658348303	15.84727	14.95589	14.26131	13.8294	13.52057
10	19.4513247855	-0.818545267278	15.98358	14.94892	14.26593	13.8352	13.5495
11	116.133665628	-1.02527611797	15.88897	14.96084	14.27048	13.83855	13.55785
12	198.182755608	-1.04563529196	15.84727	14.95589	14.26131	13.8294	13.52057
13	180.168817994	-0.869411101871	15.98358	14.94892	14.26593	13.8352	13.5495
14	317.116161825	-1.16353999627	15.88897	14.96084	14.27048	13.83855	13.55785
15	276.740778939	-1.09321840971	15.84727	14.95589	14.26131	13.8294	13.52057
16	336.988281218	-1.25249432265	15.98358	14.94892	14.26593	13.8352	13.5495
17	23.5122053254	-1.23965763881	15.88897	14.96084	14.27048	13.83855	13.55785
18	197.268091175	-0.86881291546	15.84727	14.95589	14.26131	13.8294	13.52057
19	234.425610201	-1.22779202318	15.98358	14.94892	14.26593	13.8352	13.5495
20	307.708356023	-0.854393381286	15.88897	14.96084	14.27048	13.83855	13.55785
21	97.2770558822	-1.00413619132	15.84727	14.95589	14.26131	13.8294	13.52057
22	235.545503647	-1.26736978944	15.98358	14.94892	14.26593	13.8352	13.5495
23	167.5684235	-0.845379416986	15.88897	14.96084	14.27048	13.83855	13.55785
24	148.613995705	-0.853115086527	15.84727	14.95589	14.26131	13.8294	13.52057
25	108.729766093	-0.955193552894	15.98358	14.94892	14.26593	13.8352	13.5495
26	21.5295092651	-1.13755382941	15.88897	14.96084	14.27048	13.83855	13.55785
27	241.825484454	-1.24265374528	15.84727	14.95589	14.26131	13.8294	13.52057
28	25.9660984394	-0.917812233509	15.98358	14.94892	14.26593	13.8352	13.5495
29	235.185165362	-1.12047287962	15.88897	14.96084	14.27048	13.83855	13.55785
30	25.7905440066	-0.968814494664	15.84727	14.95589	14.26131	13.8294	13.52057
31	262.954541951	-1.08870906581	15.98358	14.94892	14.26593	13.8352	13.5495
32	167.244223493	-1.15864482006	15.88897	14.96084	14.27048	13.83855	13.55785
33	7.16403469977	-1.23759672626	15.84727	14.95589	14.26131	13.8294	13.52057
34	34.3896278959	-0.984537345105	15.98358	14.94892	14.26593	13.8352	13.5495
35	265.096424166	-0.820518392726	15.88897	14.96084	14.27048	13.83855	13.55785
36	193.073499142	-0.959786274476	15.84727	14.95589	14.26131	13.8294	13.52057
37	179.582153463	-1.18542028019	15.98358	14.94892	14.26593	13.8352	13.5495
38	282.796869993	-0.903622208465	15.88897	14.96084	14.27048	13.83855	13.55785
39	24.5036074763	-1.26833828934	15.84727	14.95589	14.26131	13.8294	13.52057
40	144.188154805	-0.981517428669	15.98358	14.94892	14.26593	13.8352	13.5495
41	184.83974731	-1.10207776564	15.88897	14.96084	14.27048	13.83855	13.55785
42	129.086304822	-1.17532578032	15.84727	14.95589	14.26131	13.8294	13.52057
43	28.8419162443	-1.25446365189	15.98358	14.94892	14.26593	13.8352	13.5495
44	45.6692397081	-0.859677511104	15.88897	14.96084	14.27048	13.83855	13.55785
45	280.252668244	-1.18924936912	15.84727	14.95589	14.26131	13.8294	13.52057
46	340.089885563	-1.15008895654	15.98358	14.94892	14.26593	13.8352	13.5495
47	67.3539821045	-1.17854921355	15.88897	14.96084	14.27048	13.83855	13.55785
48	153.517156332	-1.1761612895	15.84727	14.95589	14.26131	13.8294	13.52057
49	11.8409798791	-0.937094591348	15.98358	14.94892	14.26593	13.8352	13.5495
50	267.41265991	-0.834507902551	15.88897	14.96084	14.27048	13.83855	13.55785
51	331.475219899	-1.24793504737	15.84727	14.95589	14.26131	13.8294	13.52057
52	170.142552651	-1.06641285869	15.98358	14.94892	14.26593	13.8352	13.5495
53	136.313442147	-1.13094136919	15.88897	14.96084	14.27048	13.83855	13.55785
54	55.0890079224	-1.1065401959	15.84727	14.95589	14.26131	13.8294	13.52057
55	239.885762832	-1.08535070856	15.98358	14.94892	14.26593	13.8352	13.5495
56	167.546645069	-1.07899364005	15.88897	14.96084	14.27048	13.83855	13.55785
57	229.477566185	-1.13891138132	15.84727	14.95589	14.26131	13.8294	13.52057
58	39.4141425556	-0.873788157115	15.98358	14.94892	14.26593	13.8352	13.5495
59	176.858632676	-0.970561878029	15.88897	14.96084	14.27048	13.83855	13.55785
60	11.9149456854	-0.901051786572	15.84727	14.95589	14.26131	13.8294	13.52057
61	341.572976096	-1.01736657807	15.98358	14.94892	14.26593	13.8352	13.5495
62	75.7743644497	-1.00418608557	15.88897	14.96084	14.27048	13.83855	13.55785
